0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5665,-11536,-708,10756,156,-78,159,17148,-18432,28415,0,0,0,0,0,0,0
0.58597,-11760,-704,10892,154,-65,168,18172,-18432,27903,0,0,0,0,0,0,0
0.62871,-11664,-528,10824,143,-7,150,18684,-18432,27391,0,0,0,0,0,0,0
0.65094,-11596,-592,10944,133,34,50,20476,-18176,26623,0,0,0,0,0,0,0
0.69279,-12436,-924,10516,244,-662,-1589,20732,-14848,27903,0,0,0,0,0,0,0
0.75285,-10760,-660,10536,154,-224,-292,21756,-13824,24319,0,0,0,0,0,0,0
0.78243,-11784,-752,10988,108,-256,-298,22012,-10496,24575,0,0,0,0,0,0,0
0.82157,-11904,-796,11040,152,-6,-31,22524,-9984,23551,0,0,0,0,0,0,0
0.87299,-11572,-796,10608,119,-57,-9,21500,-9984,23039,0,0,0,0,0,0,0
0.91621,-11732,-632,10820,131,23,105,24060,-8448,23551,0,0,0,0,0,0,0
0.96098,-11632,-624,11016,116,48,44,22268,-9216,22783,0,0,0,0,0,0,0
1.0084,-11632,-720,10880,165,-133,28,22524,-8960,23039,0,0,0,0,0,0,0
1.0456,-11604,-724,10940,174,-221,3,20476,-9472,24063,0,0,0,0,0,0,0
1.096,-11496,-508,10808,119,-49,0,20988,-8960,24063,0,0,0,0,0,0,0
1.1488,-11520,-620,10728,132,-166,6,22268,-8704,22783,0,0,0,0,0,0,0
1.1977,-11688,-716,10824,143,-211,50,21500,-8960,24063,0,0,0,0,0,0,0
1.248,-11580,-764,11028,142,-220,84,19964,-10496,23039,0,0,0,0,0,0,0
1.2983,-11416,-652,10828,135,-56,34,20732,-9728,22271,0,0,0,0,0,0,0
1.3494,-11372,-736,10672,148,-54,43,20220,-9216,22271,0,0,0,0,0,0,0
1.4039,-11536,-736,10692,154,-43,121,20988,-9472,24575,0,0,0,0,0,0,0
1.4601,-11528,-772,10820,142,-8,127,22012,-10496,23039,0,0,0,0,0,0,0
1.5189,-11704,-824,11084,174,-104,107,22780,-11264,24319,0,0,0,0,0,0,0
1.5782,-11564,-600,10908,134,-78,50,21244,-10240,24319,0,0,0,0,0,0,0
1.6396,-11484,-588,10720,132,-93,17,22268,-9728,23295,0,0,0,0,0,0,0
1.7065,-11508,-656,10768,113,-185,51,21756,-9728,23807,0,0,0,0,0,0,0
1.7728,-11572,-824,10856,129,-132,47,21244,-9216,22271,0.069648,0.022156,0.83288,0.67672,-0.22313,-0.29452,0.6368
1.8382,-11488,-732,10784,164,-17,103,22268,-8704,23295,0,0,0,0,0,0,0
1.9101,-11428,-532,10852,125,-57,123,22012,-9472,23551,0.037965,0.023353,0.87292,0.69337,-0.23287,-0.32912,0.59724
1.9805,-11332,-644,10988,125,-180,115,22012,-8960,23039,0.020268,0.025289,0.89345,0.73452,-0.21356,-0.32634,0.55532
2.0632,-11592,-900,11032,128,-188,138,22780,-10752,23807,-0.0051349,0.023473,0.91912,0.7772,-0.20715,-0.32921,0.49464
2.1404,-11544,-720,11072,147,-108,120,22780,-9728,24831,-0.030722,0.018423,0.94744,0.82712,-0.1796,-0.33603,0.41316
2.2238,-11356,-572,10612,135,-46,79,22780,-9216,23295,-0.065708,0.01092,0.98193,0.8659,-0.15295,-0.35522,0.31725
2.3025,-11380,-600,10684,113,-94,64,23036,-10496,23039,-0.089049,0.0029751,1.0039,0.8892,-0.091705,-0.38207,0.23437
2.3934,-11564,-748,10844,135,-184,123,22012,-9472,21503,-0.10938,-0.0038069,1.0138,0.90503,-0.05069,-0.3887,0.1651
2.4903,-11528,-756,10828,131,-171,200,22012,-9984,23551,-0.13202,-0.010771,1.0207,0.91124,-0.033152,-0.39802,0.10067
2.5798,-11532,-532,10796,136,-157,147,23036,-9472,22015,-0.15275,-0.021641,1.0273,0.91099,-0.013784,-0.4082,0.057283
2.6868,-11560,-620,11028,143,-170,63,22268,-9728,23295,-0.16791,-0.032211,1.0295,0.90968,0.026298,-0.41237,0.041757
2.782,-11624,-800,10984,167,-106,32,22268,-9728,21759,-0.17216,-0.045472,1.0175,0.90575,0.054802,-0.41998,0.0152
2.8731,-11444,-704,10912,148,-21,83,23292,-10752,23807,-0.16987,-0.048656,1.004,0.9127,0.060046,-0.40412,0.0080197
2.967,-11516,-552,10928,131,-117,77,22268,-9216,23295,-0.16728,-0.042571,0.99985,0.9101,0.052456,-0.4109,0.011069
3.0664,-11544,-628,10980,106,-89,31,20732,-9728,22783,0,0,0,0,0,0,0
3.1632,-11516,-848,11004,116,-198,50,22012,-8448,22015,-0.16635,-0.029648,1.0078,0.90266,0.034026,-0.42887,0.01066
3.2679,-11564,-660,11128,175,-136,69,22524,-9984,24063,-0.16373,-0.024989,1.0058,0.90504,0.03423,-0.42385,0.0089905
3.3731,-11516,-532,10724,152,-47,-17,22524,-11008,22015,-0.17375,-0.022815,1.0165,0.90319,0.032567,-0.42795,0.0067367
3.4772,-11148,-508,10660,85,-89,-2,22012,-8448,24063,-0.19699,-0.023522,1.0417,0.89362,0.012399,-0.44857,0.0082335
3.5857,-11496,-836,10928,130,-99,18,22524,-9472,23039,-0.23505,-0.022805,1.0754,0.89097,-0.0029595,-0.45399,0.0072491
3.7009,-11444,-816,10864,125,-38,75,22012,-10496,22015,-0.28412,-0.027345,1.1084,0.87282,-0.023694,-0.48746,-0.0033637
3.8178,-11484,-652,10772,137,-34,78,22268,-10240,23295,-0.33284,-0.033833,1.1373,0.86744,-0.05103,-0.49413,-0.027766
3.9296,-11480,-412,10692,129,-76,16,22012,-9984,23551,-0.36939,-0.039817,1.158,0.84958,-0.058917,-0.52224,-0.044744
4.0325,-11524,-716,10932,128,-125,-36,22268,-10752,23295,-0.40317,-0.047217,1.1781,0.84136,-0.070402,-0.53208,-0.063571
4.1427,-11664,-828,11044,154,-110,-27,20476,-9984,23551,-0.43639,-0.05086,1.1972,0.83032,-0.062359,-0.54918,-0.0713
4.2568,-11432,-748,10944,164,-214,-19,22780,-9728,22783,-0.46961,-0.049547,1.2154,0.81811,-0.078286,-0.56366,-0.082789
4.3658,-11328,-452,10876,147,-221,-26,20476,-9472,23551,-0.50097,-0.053127,1.2304,0.80373,-0.097935,-0.57868,-0.097779
4.4833,-11428,-476,10876,99,-148,-147,20732,-9728,22783,-0.53269,-0.062286,1.2408,0.7836,-0.10032,-0.60218,-0.11527
4.5973,-11416,-892,10860,109,-156,-34,18940,-9984,23039,-0.53986,-0.068969,1.239,0.78131,-0.09212,-0.60547,-0.1203
4.7152,-11572,-804,11024,138,-152,75,20988,-11008,24063,-0.52009,-0.070173,1.231,0.7943,-0.072316,-0.59341,-0.10825
4.8353,-11488,-512,10956,128,-139,40,20220,-10752,23807,-0.47395,-0.071121,1.2138,0.81233,-0.03253,-0.57663,-0.080957
4.9604,-11540,-624,10988,133,-67,16,19708,-9728,21759,-0.40625,-0.066705,1.1868,0.83733,0.0093935,-0.54517,-0.039836
5.0813,-11412,-832,11316,120,-269,20,20476,-9984,22527,-0.33981,-0.055595,1.1579,0.85275,0.032079,-0.52128,-0.0070263
5.2148,-11736,-868,11776,165,-449,46,23292,-10752,23295,-0.27535,-0.041673,1.1281,0.85862,0.038992,-0.511,0.011018
5.3458,-11616,-740,12056,314,-505,-271,28156,-11008,22015,-0.21681,-0.031453,1.0986,0.85751,0.027077,-0.51335,0.020575
5.4733,-12272,-1552,12384,-272,-108,-419,-14852,-13568,25087,-0.16573,-0.021848,1.0697,0.86534,0.032327,-0.49908,0.032568
5.6044,-12216,-968,12744,-328,93,-488,-21251,-15360,22783,-0.12437,-0.0096119,1.0431,0.87115,0.037881,-0.48729,0.046945
5.7459,-11760,-1376,13156,-1253,851,-1548,-23810,-16896,20735,-0.083151,0.0028586,1.0119,0.87787,0.042704,-0.47323,0.059828
5.879,-11880,-1364,13412,-2011,1537,-3037,14335,-17664,25087,-0.047084,0.0092221,0.9819,0.88471,0.04321,-0.45984,0.062981
6.0121,-12376,-1124,13252,-2362,2182,-3285,-29697,-17152,-32257,-0.013844,0.01583,0.947,0.89639,0.041027,-0.43689,0.062607
6.1531,-11832,-1876,13928,-1337,2746,-3568,-16897,-16640,-25601,0.014057,0.017772,0.91686,0.90556,0.065211,-0.41349,0.068872
6.295,-11324,-2248,13408,-980,3078,-2940,-8961,-14336,-20737,0.019993,0.022371,0.91056,0.90862,0.04811,-0.41057,0.059317
6.434,-9272,-2344,12200,-587,2778,-5021,-5121,-15104,-17409,0.0099664,0.022341,0.92237,0.91128,0.051546,-0.40372,0.062534
6.5746,-12180,-1584,11388,-1126,1817,-4413,-3073,-14592,-16897,-0.020882,0.014439,0.95108,0.89763,0.034252,-0.43683,0.047563
6.7245,-11012,-1568,12356,-1068,1798,-2605,-513,-13056,-15873,-0.070288,-0.0013914,0.99021,0.8919,0.04698,-0.44778,0.042347
6.8669,-10600,-2156,12628,426,2298,-3436,-1281,-12800,-16641,-0.12555,-0.018757,1.0277,0.89746,0.058108,-0.43548,0.039396
7.0117,-10332,-2660,12584,2672,2471,-5426,-1,-15104,-15873,-0.18377,-0.036214,1.0672,0.88788,0.054287,-0.45601,0.027756
7.16,-11096,-2848,10496,3007,3880,-5119,-513,-14592,-15873,-0.25045,-0.051689,1.1096,0.8783,0.042699,-0.47605,0.011434
7.3187,-8360,-3820,11040,3598,3782,-6034,0,-14848,-17153,-0.32271,-0.057408,1.1451,0.86493,0.014179,-0.50165,-0.0060321
7.4716,-8796,-4872,12204,6581,2084,-8347,1536,-14848,-17153,-0.39222,-0.056318,1.1733,0.8509,-0.022715,-0.52398,-0.02986
7.6255,-9196,-2676,10328,7565,-955,-11214,0,-15360,-17153,0,0,0,0,0,0,0
7.7862,-10932,-3304,9468,6528,-2300,-15486,1792,-15616,-16897,-0.5078,-0.049004,1.2137,0.80049,-0.071548,-0.58959,-0.080548
7.946,-13280,-4368,11136,5009,49,-14850,2304,-17152,-17921,-0.51819,-0.04532,1.2137,0.79489,-0.06859,-0.59686,-0.084896
8.1128,-12544,-2424,11516,5792,2152,-11924,2816,-17152,-16897,-0.46665,-0.043422,1.1921,0.82187,-0.032219,-0.56673,-0.048108
8.2828,-11108,-2788,11260,6715,1386,-11462,3584,-16896,-16129,-0.40609,-0.041929,1.1648,0.84022,-0.0020187,-0.54203,-0.015041
8.452,-11048,-6460,12272,7608,2520,-11897,4608,-17920,-16129,-0.3527,-0.039923,1.1349,0.84092,0.014931,-0.54095,-0.0014794
8.6202,-6268,-6076,12332,6974,1362,-16237,4864,-19200,-15361,-0.29716,-0.033901,1.1033,0.8442,0.014454,-0.53581,0.0046921
8.8092,-7568,-5564,12424,8063,-3173,-23809,7168,-20480,-15105,-0.22722,-0.019402,1.0568,0.86443,0.029063,-0.50114,0.027898
8.9855,-12828,-6568,9224,6663,-4756,-24170,7680,-22016,-15105,-0.16754,-0.0085698,1.0135,0.87505,0.041909,-0.48077,0.037165
9.1596,-13536,-8508,6944,910,595,-17608,8192,-24064,-14593,-0.11272,0.010598,0.96727,0.88499,0.046053,-0.46048,0.05124
9.3568,-6436,-6880,7656,-1904,2503,-17672,9472,-24320,-15361,0,0,0,0,0,0,0
9.5278,-7996,-8880,8228,-157,-246,-19312,11008,-25344,-15361,-0.0596,0.027657,0.92191,0.90038,0.041448,-0.4306,0.046774
9.7055,-6820,-9784,6132,1188,-4173,-19749,11264,-28160,-15617,-0.072477,0.024094,0.93469,0.89999,0.054323,-0.42933,0.052297
9.8838,-7556,-12416,5980,517,-5077,-21630,13056,-29952,-13313,-0.11396,0.015014,0.97655,0.89974,0.053634,-0.43057,0.046863
10.058,-7872,-10404,4864,-2087,-3933,-16929,13568,-30976,-15361,-0.17936,0.00089348,1.0387,0.87665,0.052952,-0.47585,0.04746
10.242,-7400,-9092,9116,-254,-2049,-14878,13056,-30976,-15873,-0.2684,-0.020083,1.104,0.87859,0.017104,-0.47648,0.027611
10.425,-5256,-9048,10620,2964,-450,-10550,13056,-31488,-15873,-0.37076,-0.036555,1.1675,0.84141,-0.041855,-0.53875,-0.004507
10.609,-3912,-11240,10564,1366,1303,-12243,14848,31744,-14593,-0.47912,-0.04216,1.2196,0.81548,-0.083836,-0.57028,-0.052405
10.801,-3492,-10732,9180,-2617,93,-15925,13824,30208,-15617,-0.53948,-0.037651,1.2386,0.78784,-0.10542,-0.60123,-0.081976
10.984,-5024,-9112,10516,-3478,-2396,-14832,14336,29696,-15617,-0.49972,-0.039549,1.2229,0.80472,-0.067149,-0.58708,-0.057045
11.183,-9376,-11004,11584,-1154,27,-9873,15104,28416,-15361,-0.3965,-0.036197,1.1706,0.84144,0.0021081,-0.54034,0.0018646
11.384,-7076,-12504,11208,-48,1788,-5335,15360,27648,-16129,-0.29951,-0.019102,1.1094,0.8652,0.025385,-0.50005,0.027149
11.583,-124,-10652,10684,138,3981,-5346,14592,27392,-16897,0,0,0,0,0,0,0
11.785,-3152,-12124,11004,1504,516,-9265,14592,27392,-16385,-0.14399,0.022729,0.98575,0.87876,-0.035531,-0.47411,0.041636
11.977,-4880,-14484,11556,1896,-4558,-7759,16640,25344,-15361,-0.14673,0.020927,0.99265,0.88228,0.01582,-0.46738,0.053754
