30302,0.00,0.00,0.00,0.00,-0.50,-2.13,9.41,-0.00,0.00,0.00,-33.06,-22.37,7.38
30326,0.00,0.00,0.00,0.00,-0.49,-2.15,9.55,0.00,0.00,-0.00,-33.06,-22.37,7.38
30349,0.99,-0.11,0.03,0.00,-0.51,-2.19,9.59,0.00,0.00,0.00,-33.06,-22.37,7.38
30369,0.99,-0.11,0.03,0.00,-0.50,-2.16,9.64,0.00,-0.00,0.00,-33.06,-22.37,7.38
30394,0.99,-0.11,0.03,0.00,-0.51,-2.17,9.64,0.00,-0.00,0.00,-33.38,-20.06,8.56
30416,0.99,-0.11,0.03,0.00,-0.50,-2.17,9.61,-0.00,0.00,0.00,-33.38,-20.06,8.56
30439,0.99,-0.11,0.03,0.00,-0.50,-2.14,9.50,0.00,-0.00,0.00,-33.75,-20.06,8.19
30461,0.99,-0.11,0.03,0.00,-0.50,-2.12,9.49,-0.00,-0.00,0.00,-33.75,-20.06,8.19
30486,0.99,-0.11,0.03,0.00,-0.50,-2.14,9.57,-0.00,0.00,-0.00,-33.75,-20.50,8.56
30509,0.99,-0.11,0.03,0.00,-0.50,-2.13,9.51,-0.00,-0.00,0.00,-33.75,-20.50,8.56
30531,0.99,-0.11,0.03,0.00,-0.50,-2.13,9.56,0.00,-0.00,0.00,-33.06,-20.50,8.88
30556,0.99,-0.11,0.03,0.00,-0.51,-2.13,9.45,-0.00,-0.00,-0.00,-33.06,-20.50,8.88
30578,0.99,-0.11,0.03,0.00,-0.50,-2.13,9.55,0.00,0.00,-0.00,-34.19,-20.87,8.56
30601,0.99,-0.11,0.03,0.00,-0.51,-2.15,9.49,0.00,-0.01,0.00,-34.19,-20.87,8.56
30621,0.99,-0.11,0.03,0.00,-0.51,-2.14,9.56,0.00,0.00,0.00,-34.19,-20.87,8.56
30646,0.99,-0.11,0.03,0.00,-0.51,-2.14,9.52,-0.00,0.00,-0.00,-33.75,-20.87,9.75
30668,0.99,-0.11,0.03,0.00,-0.50,-2.13,9.50,-0.00,0.00,0.00,-33.75,-20.87,9.75
30691,0.99,-0.11,0.03,0.00,-0.50,-2.14,9.55,0.00,0.00,-0.00,-34.19,-21.56,8.56
30713,0.99,-0.11,0.03,0.00,-0.50,-2.13,9.53,0.00,0.00,0.00,-34.19,-21.56,8.56
30738,0.99,-0.11,0.03,0.00,-0.49,-2.14,9.56,0.00,0.00,0.00,-34.19,-20.87,8.88
30760,0.99,-0.11,0.03,0.00,-0.50,-2.14,9.50,-0.00,0.00,-0.00,-34.19,-20.87,8.88
30783,0.99,-0.11,0.03,0.00,-0.49,-2.12,9.57,-0.00,0.00,-0.00,-33.06,-20.50,8.88
30808,0.99,-0.11,0.03,0.00,-0.51,-2.13,9.45,0.00,-0.00,-0.00,-33.06,-20.50,8.88
30828,0.99,-0.11,0.03,0.00,-0.51,-2.15,9.56,0.00,-0.00,0.00,-33.38,-19.75,8.19
30851,0.99,-0.11,0.03,0.00,-0.51,-2.13,9.45,-0.00,0.00,0.00,-33.38,-19.75,8.19
30875,0.99,-0.11,0.03,0.00,-0.50,-2.10,9.52,0.00,0.00,0.00,-33.38,-19.75,8.19
30898,0.99,-0.11,0.03,0.00,-0.51,-2.13,9.53,-0.00,0.00,-0.00,-34.56,-19.75,8.56
30918,0.99,-0.11,0.03,0.00,-0.50,-2.16,9.53,-0.00,0.00,-0.00,-34.56,-19.75,8.56
30943,0.99,-0.11,0.03,0.00,-0.49,-2.14,9.57,0.00,0.00,0.00,-34.19,-20.50,8.88
30965,0.99,-0.11,0.03,0.00,-0.51,-2.14,9.49,0.00,0.00,0.00,-34.19,-20.50,8.88
30988,0.99,-0.11,0.03,0.00,-0.52,-2.14,9.52,0.00,0.00,0.00,-33.38,-20.50,9.38
31010,0.99,-0.11,0.03,0.00,-0.50,-2.16,9.54,0.00,0.00,-0.00,-33.38,-20.50,9.38
31035,0.99,-0.11,0.03,0.00,-0.51,-2.14,9.56,0.00,0.00,0.00,-33.75,-20.87,8.88
31057,0.99,-0.11,0.03,0.00,-0.50,-2.13,9.42,0.00,0.00,0.00,-33.75,-20.87,8.88
31080,0.99,-0.11,0.03,0.00,-0.52,-2.17,9.54,0.00,0.00,0.00,-33.75,-20.87,8.56
31102,0.99,-0.11,0.03,0.00,-0.51,-2.14,9.42,0.00,0.00,0.00,-33.75,-20.87,8.56
31125,0.99,-0.11,0.03,0.00,-0.50,-2.13,9.54,-0.00,-0.00,0.00,-34.19,-20.50,8.19
31148,0.99,-0.11,0.03,0.00,-0.51,-2.14,9.44,-0.00,-0.00,-0.00,-34.19,-20.50,8.19
31168,0.99,-0.11,0.03,0.00,-0.51,-2.14,9.53,0.00,0.00,0.00,-34.19,-20.50,8.19
31193,0.99,-0.11,0.03,0.00,-0.49,-2.15,9.53,-0.00,-0.00,0.00,-33.38,-21.25,8.56
31215,0.99,-0.11,0.03,0.00,-0.52,-2.14,9.48,-0.00,0.00,0.00,-33.38,-21.25,8.56
31238,0.99,-0.11,0.03,0.00,-0.52,-2.15,9.55,0.00,-0.00,-0.00,-33.38,-20.87,9.75
31262,0.99,-0.11,0.03,0.00,-0.50,-2.14,9.53,-0.00,-0.00,-0.00,-33.38,-20.87,9.75
31285,0.99,-0.11,0.03,0.00,-0.50,-2.13,9.58,-0.00,-0.00,0.00,-33.06,-20.50,8.88
31307,0.99,-0.11,0.03,0.00,-0.51,-2.14,9.48,0.00,0.00,0.00,-33.06,-20.50,8.88
31330,0.99,-0.11,0.03,0.00,-0.50,-2.14,9.57,0.00,-0.00,-0.00,-33.75,-20.50,8.88
31354,0.99,-0.11,0.03,0.00,-0.52,-2.14,9.45,0.00,-0.00,0.00,-33.75,-20.50,8.88
31377,0.99,-0.11,0.03,0.00,-0.49,-2.15,9.57,0.00,-0.00,0.00,-34.56,-20.50,8.88
31399,0.99,-0.11,0.03,0.00,-0.49,-2.14,9.47,-0.00,-0.00,0.00,-34.56,-20.50,8.88
31420,0.99,-0.11,0.03,0.00,-0.50,-2.13,9.55,0.00,-0.00,0.00,-34.56,-20.50,8.88
31444,0.99,-0.11,0.03,0.00,-0.50,-2.16,9.68,0.00,0.01,-0.00,-34.19,-20.50,9.38
31467,0.99,-0.11,0.03,0.00,-0.53,-2.16,9.78,0.00,0.00,0.00,-34.19,-20.50,9.38
31490,0.99,-0.11,0.03,0.00,-0.53,-2.12,9.47,0.00,0.00,0.00,-33.06,-20.87,7.38
31514,0.99,-0.11,0.03,0.00,-0.54,-2.15,9.45,0.00,0.00,0.00,-33.06,-20.87,7.38
31537,0.99,-0.11,0.03,0.00,-0.53,-2.15,9.59,-0.00,0.00,0.00,-33.06,-21.25,8.88
31559,0.99,-0.11,0.03,0.00,-0.51,-2.12,9.54,0.00,0.00,0.00,-33.06,-21.25,8.88
31582,0.99,-0.11,0.03,0.00,-0.50,-2.13,9.58,-0.00,-0.00,0.00,-34.19,-20.50,9.38
31606,0.99,-0.11,0.03,0.00,-0.50,-2.15,9.46,0.00,0.00,0.00,-34.19,-20.50,9.38
31627,0.99,-0.11,0.03,0.00,-0.50,-2.12,9.57,0.00,-0.00,0.00,-32.25,-20.50,8.56
31649,0.99,-0.11,0.03,0.00,-0.50,-2.14,9.47,0.00,0.00,0.00,-32.25,-20.50,8.56
31672,0.99,-0.11,0.03,0.00,-0.51,-2.16,9.56,0.00,0.00,-0.00,-32.25,-20.50,8.56
31696,0.99,-0.11,0.03,0.00,-0.50,-2.14,9.52,-0.00,0.00,0.00,-33.75,-20.50,7.75
31717,0.99,-0.11,0.03,0.00,-0.51,-2.13,9.57,0.00,0.00,-0.00,-33.75,-20.50,7.75
31741,0.99,-0.11,0.03,0.00,-0.51,-2.14,9.56,-0.00,0.00,0.00,-33.38,-19.75,10.06
31764,0.99,-0.11,0.03,0.00,-0.53,-2.13,9.52,-0.00,0.00,-0.00,-33.38,-19.75,10.06
31787,0.99,-0.11,0.03,0.00,-0.50,-2.15,9.51,0.00,0.00,0.00,-33.75,-20.50,8.88
31809,0.99,-0.11,0.03,0.00,-0.51,-2.14,9.53,-0.00,0.00,0.00,-33.75,-20.50,8.88
31834,0.99,-0.11,0.03,0.00,-0.49,-2.13,9.59,0.00,0.00,-0.00,-35.69,-20.50,8.88
31856,0.99,-0.11,0.03,0.00,-0.50,-2.13,9.53,-0.00,0.00,-0.00,-35.69,-20.50,8.88
31879,0.99,-0.11,0.03,0.00,-0.52,-2.15,9.57,-0.00,0.00,-0.00,-33.75,-20.06,8.19
31901,0.99,-0.11,0.03,0.00,-0.50,-2.14,9.45,0.00,-0.00,0.00,-33.75,-20.06,8.19
31924,0.99,-0.11,0.03,0.00,-0.51,-2.14,9.56,0.00,-0.00,0.00,-34.19,-19.75,8.19
31946,0.99,-0.11,0.03,0.00,-0.51,-2.15,9.48,0.00,0.00,0.00,-34.19,-19.75,8.19
31967,0.99,-0.11,0.03,0.00,-0.50,-2.14,9.56,0.00,-0.00,0.00,-34.19,-19.75,8.19
