0,0,0,0,0,0,0,0
1.4582e+15,-0.2917,-0.098615,0.58387,0.6604,-0.54643,0.38725,-0.33959
1.4582e+15,-0.29097,-0.098251,0.58419,0.6665,-0.54458,0.36745,-0.35241
1.4582e+15,-0.29158,-0.097994,0.5839,0.65688,-0.54234,0.3945,-0.34458
1.4582e+15,-0.2908,-0.09771,0.58417,0.66599,-0.54613,0.36774,-0.35066
1.4582e+15,-0.2914,-0.097548,0.58372,0.65968,-0.5468,0.3875,-0.34011
1.4582e+15,-0.29073,-0.09716,0.58395,0.66575,-0.54569,0.36798,-0.35155
1.4582e+15,-0.29156,-0.096747,0.58361,0.65973,-0.54626,0.38385,-0.34499
1.4582e+15,-0.29042,-0.096611,0.58385,0.66587,-0.54712,0.36618,-0.35097
1.4582e+15,-0.29095,-0.096425,0.58343,0.65792,-0.54702,0.38991,-0.34042
1.4582e+15,-0.29088,-0.096043,0.58342,0.65626,-0.54511,0.39303,-0.34308
1.4582e+15,-0.29079,-0.095755,0.58334,0.65562,-0.54525,0.39388,-0.34311
1.4582e+15,-0.2906,-0.095507,0.58332,0.65594,-0.5452,0.39301,-0.34359
1.4582e+15,-0.29051,-0.095266,0.58322,0.65563,-0.54589,0.39321,-0.34284
1.4582e+15,-0.29031,-0.09501,0.5832,0.65512,-0.54636,0.39386,-0.34233
1.4582e+15,-0.29058,-0.094624,0.5831,0.65844,-0.54947,0.38278,-0.34355
1.4582e+15,-0.29019,-0.094549,0.58305,0.65528,-0.54667,0.39272,-0.34284
1.4582e+15,-0.29016,-0.094325,0.58297,0.65484,-0.54682,0.39348,-0.34256
1.4582e+15,-0.29003,-0.094091,0.58299,0.6549,-0.54707,0.39347,-0.34205
1.4582e+15,-0.29001,-0.093845,0.58299,0.65528,-0.54752,0.39221,-0.34206
1.4582e+15,-0.28986,-0.093703,0.58297,0.65854,-0.5518,0.3849,-0.33719
1.4582e+15,-0.28987,-0.093472,0.58299,0.65862,-0.55197,0.38447,-0.33724
1.4582e+15,-0.28989,-0.093233,0.58301,0.65735,-0.55137,0.38689,-0.33792
1.4582e+15,-0.29,-0.092982,0.58301,0.65884,-0.5528,0.38341,-0.33666
1.4582e+15,-0.29023,-0.092626,0.58302,0.65524,-0.54878,0.39095,-0.34155
1.4582e+15,-0.29031,-0.092445,0.58301,0.65836,-0.55286,0.38367,-0.33721
1.4582e+15,-0.2908,-0.091894,0.58311,0.65827,-0.55232,0.37995,-0.34243
1.4582e+15,-0.28938,-0.091991,0.58351,0.65159,-0.55335,0.39963,-0.33094
1.4582e+15,-0.29018,-0.091461,0.5835,0.66413,-0.55234,0.36267,-0.34975
1.4582e+15,-0.29027,-0.09122,0.58363,0.66425,-0.55313,0.36134,-0.34965
1.4582e+15,-0.29116,-0.090948,0.58342,0.65437,-0.55057,0.38924,-0.34229
1.4582e+15,-0.29159,-0.090553,0.58354,0.65781,-0.55371,0.37828,-0.34292
1.4582e+15,-0.29073,-0.090493,0.58391,0.66405,-0.55334,0.36122,-0.34982
1.4582e+15,-0.29087,-0.090291,0.58394,0.66409,-0.55319,0.36102,-0.35019
1.4582e+15,-0.29098,-0.090105,0.58397,0.66467,-0.55307,0.36024,-0.35007
1.4582e+15,-0.29212,-0.089763,0.58374,0.65826,-0.55318,0.37788,-0.34335
1.4582e+15,-0.29114,-0.089733,0.58421,0.66485,-0.55351,0.35997,-0.34932
1.4582e+15,-0.29226,-0.089338,0.5841,0.6589,-0.55406,0.3762,-0.34256
1.4582e+15,-0.29138,-0.08926,0.58459,0.66478,-0.55373,0.35923,-0.34988
1.4582e+15,-0.29218,-0.088998,0.58436,0.65498,-0.55117,0.38716,-0.34251
1.4582e+15,-0.29257,-0.088536,0.58437,0.65824,-0.55537,0.37515,-0.34286
1.4582e+15,-0.29261,-0.088233,0.58433,0.65804,-0.55485,0.37526,-0.34396
1.4582e+15,-0.29258,-0.087948,0.58432,0.65764,-0.55466,0.37568,-0.34457
1.4582e+15,-0.29257,-0.087645,0.58432,0.65767,-0.55515,0.37512,-0.34433
1.4582e+15,-0.29224,-0.087517,0.58434,0.65436,-0.55259,0.38583,-0.34291
1.4582e+15,-0.29247,-0.087047,0.58442,0.65805,-0.55479,0.37496,-0.34435
1.4582e+15,-0.29209,-0.08688,0.58443,0.65468,-0.55249,0.38567,-0.34265
1.4582e+15,-0.29227,-0.08637,0.58441,0.65786,-0.5564,0.37411,-0.34305
1.4582e+15,-0.29174,-0.086237,0.58428,0.65768,-0.55743,0.37722,-0.33827
1.4582e+15,-0.29086,-0.085758,0.58456,0.66294,-0.55713,0.35716,-0.35008
1.4582e+15,-0.29143,-0.085339,0.58408,0.65264,-0.55468,0.38574,-0.34293
1.4582e+15,-0.29131,-0.084996,0.58388,0.65466,-0.55778,0.38044,-0.33995
1.4582e+15,-0.29127,-0.084486,0.58383,0.65199,-0.55573,0.38524,-0.34303
1.4582e+15,-0.29142,-0.083868,0.58382,0.65485,-0.55869,0.37483,-0.3443
1.4582e+15,-0.29094,-0.083664,0.58374,0.65296,-0.55858,0.38165,-0.34056
1.4582e+15,-0.29087,-0.083086,0.58376,0.65093,-0.55755,0.38475,-0.34263
1.4582e+15,-0.29077,-0.082585,0.58366,0.65014,-0.5575,0.38547,-0.34341
1.4582e+15,-0.29073,-0.082058,0.58346,0.64975,-0.55845,0.3848,-0.34335
1.4582e+15,-0.29055,-0.081502,0.58331,0.64915,-0.55907,0.38469,-0.34359
1.4582e+15,-0.29044,-0.080956,0.58315,0.64845,-0.55993,0.3845,-0.34373
1.4582e+15,-0.2902,-0.080407,0.58305,0.64787,-0.56069,0.38436,-0.34375
1.4582e+15,-0.29033,-0.079723,0.58306,0.65076,-0.56433,0.3732,-0.34463
1.4582e+15,-0.28986,-0.079353,0.58305,0.64703,-0.56219,0.38388,-0.34341
1.4582e+15,-0.28978,-0.078847,0.58302,0.64673,-0.56258,0.38369,-0.34355
1.4582e+15,-0.28968,-0.078316,0.583,0.64619,-0.56304,0.38386,-0.34363
1.4582e+15,-0.28966,-0.077799,0.58293,0.64574,-0.56308,0.3839,-0.34436
1.4582e+15,-0.28961,-0.077238,0.58283,0.64548,-0.56378,0.38336,-0.3443
1.4582e+15,-0.2896,-0.076709,0.58271,0.64464,-0.56445,0.38359,-0.34452
1.4582e+15,-0.28987,-0.075988,0.58271,0.64717,-0.56722,0.37287,-0.347
1.4582e+15,-0.28962,-0.075588,0.5827,0.6438,-0.56563,0.38236,-0.34552
