393.4679,328,148,46,40,403.058,0.65,-0.32,0.58,0.39,-9.68,0.31,1.28,0.00,-0.03,0.03,30.50,-9.56,-5.75
393.4911,330,148,44,40,403.081,0.65,-0.32,0.58,0.39,-9.57,0.30,1.17,0.00,0.00,0.00,30.50,-9.56,-5.75
393.5119,329,147,46,42,403.101,0.65,-0.32,0.58,0.39,-9.59,0.47,1.16,0.01,0.01,-0.00,30.50,-9.56,-5.75
393.5349,329,147,46,42,403.124,0.65,-0.32,0.58,0.39,-9.71,0.42,1.17,0.01,0.01,0.01,30.19,-9.88,-5.75
393.5607,329,148,46,41,403.148,0.65,-0.32,0.58,0.39,-9.67,0.36,1.24,0.00,-0.00,-0.00,30.19,-9.88,-5.75
393.5811,331,148,45,40,403.171,0.65,-0.32,0.58,0.39,-9.66,0.37,1.22,-0.00,0.01,-0.00,30.19,-10.69,-5.75
393.6039,331,148,45,40,403.193,0.65,-0.32,0.58,0.39,-9.65,0.39,1.18,0.00,0.01,0.00,30.19,-10.69,-5.75
393.6269,329,148,46,40,403.216,0.65,-0.32,0.58,0.39,-9.70,0.39,1.20,-0.01,0.00,0.01,30.50,-9.56,-7.38
393.6499,332,149,43,39,403.238,0.65,-0.32,0.58,0.39,-9.74,0.25,1.14,-0.01,0.02,0.01,30.50,-9.56,-7.38
393.6719,330,148,45,42,403.261,0.65,-0.32,0.58,0.39,-9.82,0.33,1.21,0.00,0.02,-0.03,29.75,-10.25,-6.19
393.6949,330,148,45,42,403.283,0.65,-0.32,0.58,0.39,-9.83,0.50,1.04,0.00,-0.00,-0.02,29.75,-10.25,-6.19
393.7238,330,149,45,41,403.306,0.65,-0.32,0.58,0.39,-9.78,0.43,1.26,-0.01,-0.01,0.02,29.75,-10.25,-6.19
393.7453,330,148,46,40,403.329,0.65,-0.32,0.58,0.39,-9.65,0.26,1.22,-0.01,-0.00,0.01,29.75,-10.69,-7.00
393.765,329,148,46,40,403.351,0.65,-0.32,0.58,0.39,-9.72,0.26,1.15,0.00,0.01,-0.01,29.75,-10.69,-7.00
393.7849,329,148,46,40,403.374,0.65,-0.32,0.58,0.39,-9.72,0.45,1.18,0.01,-0.00,-0.01,30.19,-9.88,-7.00
393.8089,329,148,46,40,403.398,0.64,-0.32,0.58,0.39,-9.74,0.44,1.05,-0.01,0.00,0.00,30.19,-9.88,-7.00
393.8311,331,148,45,40,403.421,0.64,-0.32,0.58,0.39,-9.76,0.26,1.22,-0.00,0.01,-0.00,30.87,-10.69,-6.19
393.8539,331,148,44,40,403.441,0.64,-0.32,0.58,0.39,-9.73,0.29,1.21,0.00,-0.01,-0.02,30.87,-10.69,-6.19
393.8749,331,148,44,40,403.464,0.65,-0.32,0.58,0.39,-9.69,0.42,1.26,-0.00,-0.03,-0.01,30.87,-9.19,-6.56
393.8989,329,148,46,42,403.488,0.65,-0.32,0.58,0.39,-9.52,0.34,1.01,-0.01,0.01,0.02,30.87,-9.19,-6.56
393.9209,330,148,45,40,403.509,0.64,-0.32,0.58,0.39,-9.68,0.23,1.23,0.00,0.02,0.01,29.06,-10.25,-6.56
393.9419,330,148,45,40,403.531,0.64,-0.32,0.58,0.39,-9.71,0.36,1.10,0.00,-0.00,-0.01,29.06,-10.25,-6.56
393.964,329,147,46,43,403.552,0.64,-0.32,0.58,0.39,-9.75,0.43,1.21,-0.00,0.00,-0.01,29.06,-10.25,-6.56
394.0063,329,148,46,42,403.576,0.64,-0.32,0.58,0.39,-9.80,0.33,1.22,-0.01,0.00,0.01,29.75,-10.25,-6.19
394.058,331,149,44,40,403.599,0.64,-0.32,0.58,0.39,-9.81,0.31,1.11,-0.00,0.00,0.00,29.75,-10.25,-6.19
394.1083,329,148,46,40,403.621,0.64,-0.32,0.58,0.39,-9.82,0.46,1.15,0.00,-0.00,0.01,30.19,-9.88,-7.75
394.1258,330,148,45,40,403.644,0.64,-0.32,0.58,0.39,-9.67,0.39,1.10,-0.01,-0.01,0.01,30.19,-9.88,-7.75
