0,0,0,0,0,0,0,0
1.4582e+15,-0.28217,-0.061459,0.5148,0.62717,-0.59235,0.3997,-0.30987
1.4582e+15,-0.28203,-0.061281,0.51497,0.62965,-0.59559,0.391,-0.30972
1.4582e+15,-0.28185,-0.061262,0.51494,0.62966,-0.5958,0.39117,-0.30908
1.4582e+15,-0.28179,-0.061363,0.51469,0.62746,-0.59377,0.39884,-0.30765
1.4582e+15,-0.28181,-0.061277,0.51464,0.62692,-0.59292,0.40013,-0.30874
1.4582e+15,-0.28186,-0.06116,0.5146,0.62735,-0.59407,0.39856,-0.30767
1.4582e+15,-0.28194,-0.061045,0.51452,0.62701,-0.59358,0.39919,-0.30849
1.4582e+15,-0.28197,-0.060744,0.51468,0.62941,-0.59598,0.39072,-0.30983
1.4582e+15,-0.28196,-0.06062,0.51462,0.62941,-0.59624,0.39058,-0.30949
1.4582e+15,-0.28105,-0.060637,0.5148,0.63427,-0.59706,0.37768,-0.31397
1.4582e+15,-0.28174,-0.060558,0.51436,0.62686,-0.59418,0.3992,-0.30763
1.4582e+15,-0.28168,-0.060299,0.51456,0.62906,-0.59627,0.39161,-0.30885
1.4582e+15,-0.28173,-0.060164,0.5146,0.62932,-0.59622,0.39103,-0.30914
1.4582e+15,-0.28183,-0.060058,0.51467,0.62933,-0.59649,0.3905,-0.30929
1.4582e+15,-0.28204,-0.059972,0.51477,0.62977,-0.59673,0.38927,-0.30946
1.4582e+15,-0.28223,-0.060067,0.51466,0.6277,-0.59442,0.39711,-0.30815
1.4582e+15,-0.2823,-0.060036,0.51479,0.62794,-0.59444,0.39693,-0.30786
1.4582e+15,-0.28232,-0.059998,0.51491,0.62835,-0.59491,0.39628,-0.30697
1.4582e+15,-0.28229,-0.059993,0.51501,0.6282,-0.59482,0.3969,-0.30664
1.4582e+15,-0.28232,-0.059833,0.51533,0.63049,-0.59606,0.38945,-0.30907
1.4582e+15,-0.28247,-0.059829,0.51542,0.63077,-0.59596,0.38896,-0.30931
1.4582e+15,-0.28266,-0.060006,0.51533,0.62885,-0.59384,0.3961,-0.30822
1.4582e+15,-0.28283,-0.059849,0.51566,0.63152,-0.59659,0.38689,-0.30916
1.4582e+15,-0.28303,-0.060031,0.51553,0.62934,-0.59383,0.39532,-0.30827
1.4582e+15,-0.283,-0.060057,0.51562,0.62972,-0.5942,0.3946,-0.30768
1.4582e+15,-0.28292,-0.060082,0.51563,0.62912,-0.59329,0.39634,-0.30844
1.4582e+15,-0.28278,-0.059959,0.51587,0.63155,-0.59566,0.38829,-0.30913
1.4582e+15,-0.2827,-0.059964,0.51588,0.63178,-0.59594,0.38789,-0.30863
1.4582e+15,-0.28285,-0.060126,0.51573,0.62953,-0.59338,0.39586,-0.30805
1.4582e+15,-0.28305,-0.060111,0.51583,0.6299,-0.59356,0.39502,-0.308
1.4582e+15,-0.28331,-0.060092,0.51596,0.63048,-0.59411,0.39349,-0.30772
1.4582e+15,-0.28345,-0.060088,0.51607,0.63078,-0.59384,0.39339,-0.30775
1.4582e+15,-0.28348,-0.060104,0.51614,0.63095,-0.59375,0.39347,-0.30749
1.4582e+15,-0.28344,-0.060099,0.51622,0.63063,-0.59265,0.39503,-0.30828
1.4582e+15,-0.28344,-0.059949,0.51652,0.63277,-0.5956,0.38681,-0.30859
1.4582e+15,-0.28364,-0.060075,0.51642,0.63062,-0.5934,0.39437,-0.30769
1.4582e+15,-0.28392,-0.060047,0.51657,0.63075,-0.59393,0.3937,-0.30725
1.4582e+15,-0.28424,-0.060001,0.51674,0.63134,-0.59385,0.39217,-0.30815
1.4582e+15,-0.28455,-0.059984,0.51688,0.63126,-0.59366,0.3922,-0.30864
1.4582e+15,-0.28463,-0.059867,0.51727,0.63364,-0.5958,0.38424,-0.30964
1.4582e+15,-0.28468,-0.059949,0.51742,0.63358,-0.59565,0.3847,-0.30948
1.4582e+15,-0.28383,-0.060279,0.51774,0.63183,-0.58128,0.39963,-0.32125
1.4582e+15,-0.28395,-0.060347,0.51797,0.63209,-0.59142,0.39614,-0.30621
1.4582e+15,-0.28419,-0.06039,0.51805,0.63145,-0.58709,0.39857,-0.31262
1.4582e+15,-0.28448,-0.060427,0.51837,0.63187,-0.59009,0.39688,-0.30823
1.4582e+15,-0.28475,-0.060545,0.51863,0.63198,-0.59013,0.39672,-0.30816
1.4582e+15,-0.28498,-0.060641,0.51888,0.63188,-0.59008,0.39686,-0.30828
1.4582e+15,-0.28514,-0.0607,0.51899,0.63071,-0.58295,0.4012,-0.31845
1.4582e+15,-0.2854,-0.06079,0.51908,0.63105,-0.58104,0.40101,-0.3215
1.4582e+15,-0.28564,-0.060861,0.51934,0.63177,-0.58884,0.39739,-0.31019
1.4582e+15,-0.28675,-0.060665,0.51939,0.63369,-0.59376,0.38554,-0.31184
1.4582e+15,-0.2872,-0.060847,0.51944,0.63167,-0.59075,0.39341,-0.31183
1.4582e+15,-0.2876,-0.060893,0.51971,0.63211,-0.5915,0.39164,-0.31175
1.4582e+15,-0.28795,-0.060737,0.52009,0.6342,-0.59318,0.38367,-0.3142
1.4582e+15,-0.28813,-0.060772,0.5202,0.63387,-0.59242,0.38434,-0.31548
1.4582e+15,-0.28817,-0.060941,0.52008,0.63126,-0.58973,0.39351,-0.31447
1.4582e+15,-0.28815,-0.060896,0.52019,0.63107,-0.58959,0.39402,-0.31447
