0,0,0,0,0,0,0,0
1.4582e+15,-0.32607,-0.049611,0.53964,0.66196,-0.53975,0.39409,-0.33935
1.4582e+15,-0.32603,-0.049626,0.53964,0.66173,-0.53957,0.39458,-0.33953
1.4582e+15,-0.32377,-0.050207,0.54025,0.65532,-0.54047,0.41672,-0.32371
1.4582e+15,-0.32588,-0.049658,0.53952,0.66095,-0.53914,0.39651,-0.3395
1.4582e+15,-0.32586,-0.049661,0.53949,0.66136,-0.53958,0.39577,-0.33885
1.4582e+15,-0.32593,-0.049668,0.5395,0.66122,-0.53929,0.39605,-0.33926
1.4582e+15,-0.32605,-0.049654,0.53953,0.6617,-0.53958,0.39498,-0.33911
1.4582e+15,-0.32613,-0.049647,0.53961,0.66179,-0.53943,0.39475,-0.33944
1.4582e+15,-0.32619,-0.049647,0.53966,0.66157,-0.53957,0.39492,-0.33945
1.4582e+15,-0.32616,-0.049635,0.53973,0.66204,-0.5399,0.3941,-0.33898
1.4582e+15,-0.32612,-0.049629,0.53976,0.66181,-0.53963,0.39474,-0.33909
1.4582e+15,-0.32521,-0.049763,0.54001,0.66774,-0.53828,0.38028,-0.34608
1.4582e+15,-0.32528,-0.049742,0.54003,0.66795,-0.53819,0.38024,-0.34586
1.4582e+15,-0.32534,-0.049716,0.5401,0.66816,-0.53877,0.37933,-0.34553
1.4582e+15,-0.32642,-0.049554,0.53987,0.66243,-0.53918,0.39436,-0.33905
1.4582e+15,-0.32655,-0.049539,0.53996,0.66273,-0.5397,0.39354,-0.33859
1.4582e+15,-0.3267,-0.049543,0.54009,0.66272,-0.53931,0.39386,-0.33885
1.4582e+15,-0.32685,-0.049561,0.54021,0.66285,-0.53897,0.39393,-0.33904
1.4582e+15,-0.32544,-0.050019,0.54078,0.66666,-0.53736,0.3907,-0.33789
1.4582e+15,-0.32567,-0.050066,0.5409,0.66696,-0.53772,0.38996,-0.33758
1.4582e+15,-0.32284,-0.050698,0.54248,0.65353,-0.53129,0.42892,-0.32657
1.4582e+15,-0.32306,-0.050647,0.54266,0.65593,-0.53053,0.42481,-0.32837
1.4582e+15,-0.32344,-0.050761,0.54277,0.65616,-0.53021,0.42464,-0.32865
1.4582e+15,-0.32809,-0.049925,0.54104,0.66486,-0.53871,0.39156,-0.33829
1.4582e+15,-0.32379,-0.051033,0.54301,0.65419,-0.53069,0.42859,-0.32667
1.4582e+15,-0.32858,-0.050138,0.54135,0.66467,-0.53717,0.39273,-0.33975
1.4582e+15,-0.32873,-0.05022,0.54154,0.66515,-0.53777,0.3918,-0.33894
1.4582e+15,-0.32804,-0.050473,0.54199,0.67149,-0.5366,0.37588,-0.34624
1.4582e+15,-0.32924,-0.05038,0.54193,0.6661,-0.53777,0.39023,-0.33888
1.4582e+15,-0.32956,-0.050431,0.54214,0.66636,-0.53745,0.38988,-0.33927
1.4582e+15,-0.3299,-0.050458,0.54239,0.66664,-0.53709,0.38982,-0.33937
