479.6976,326,203,31,29,5398.96,-0.59,-0.37,-0.61,0.38,-9.64,-0.44,-0.02,-0.03,-0.02,0.01,5.06,-21.37,24.69
479.7145,325,203,32,29,5398.982,-0.59,-0.37,-0.61,0.38,-9.65,-0.35,-0.05,-0.02,0.00,-0.03,5.06,-21.37,24.69
479.7328,325,203,31,29,5399.003,-0.59,-0.37,-0.61,0.38,-9.73,-0.34,-0.12,-0.02,-0.01,-0.02,5.06,-21.37,24.69
479.7494,325,203,31,29,5399.027,-0.59,-0.37,-0.61,0.38,-9.73,-0.43,-0.07,-0.03,0.01,0.01,4.38,-21.37,24.75
479.7672,324,203,32,29,5399.05,-0.59,-0.37,-0.61,0.38,-9.82,-0.37,-0.06,-0.02,-0.00,0.01,4.38,-21.37,24.75
479.7837,325,203,31,29,5399.072,-0.59,-0.37,-0.61,0.38,-9.80,-0.41,-0.07,-0.02,-0.01,0.00,4.38,-21.75,24.25
479.8001,325,203,31,29,5399.097,-0.59,-0.37,-0.61,0.38,-9.77,-0.38,-0.08,-0.02,-0.01,0.01,4.38,-21.75,24.25
479.818,325,203,31,29,5399.119,-0.59,-0.37,-0.61,0.38,-9.75,-0.26,-0.06,-0.01,-0.01,0.00,4.75,-22.56,24.25
479.8341,325,203,31,29,5399.142,-0.59,-0.37,-0.61,0.38,-9.78,-0.23,-0.03,-0.01,-0.01,0.00,4.75,-22.56,24.25
479.8513,325,202,31,29,5399.166,-0.59,-0.37,-0.61,0.38,-9.79,-0.25,-0.03,-0.02,-0.01,0.01,4.38,-21.75,24.25
479.8717,326,202,31,29,5399.189,-0.59,-0.37,-0.61,0.38,-9.81,-0.30,-0.09,-0.01,0.01,0.00,4.38,-21.75,24.25
479.8878,326,202,31,29,5399.212,-0.59,-0.37,-0.61,0.38,-9.86,-0.26,-0.01,-0.01,0.01,-0.02,5.06,-22.19,23.56
479.9048,326,203,31,29,5399.236,-0.59,-0.36,-0.61,0.38,-9.80,-0.27,-0.12,-0.02,-0.02,-0.02,5.06,-22.19,23.56
479.9211,326,203,31,29,5399.257,-0.59,-0.36,-0.61,0.38,-9.76,-0.35,-0.08,-0.03,-0.01,-0.00,4.38,-22.19,24.25
479.9432,326,204,28,27,5399.279,-0.59,-0.36,-0.61,0.38,-9.73,-0.42,-0.13,-0.02,0.01,-0.01,4.38,-22.19,24.25
479.9597,325,203,31,29,5399.302,-0.59,-0.36,-0.61,0.38,-9.80,-0.32,-0.04,-0.01,0.01,-0.01,4.38,-22.19,24.25
479.9767,325,203,31,29,5399.324,-0.59,-0.36,-0.61,0.38,-9.82,-0.31,-0.03,-0.02,0.01,-0.01,5.06,-21.75,25.06
479.9932,325,203,31,29,5399.349,-0.59,-0.36,-0.61,0.38,-9.72,-0.38,-0.05,-0.01,-0.02,-0.01,5.06,-21.75,25.06
480.01,325,203,30,29,5399.371,-0.59,-0.36,-0.61,0.38,-9.72,-0.38,-0.05,-0.00,0.00,-0.00,4.75,-21.37,24.75
480.0266,325,203,31,29,5399.394,-0.59,-0.36,-0.61,0.38,-9.71,-0.39,-0.03,-0.01,0.01,0.01,4.75,-21.37,24.75
480.0431,325,203,31,29,5399.418,-0.59,-0.36,-0.61,0.38,-9.74,-0.36,-0.01,-0.01,-0.00,0.00,4.75,-21.37,23.87
480.0597,325,203,31,29,5399.439,-0.59,-0.36,-0.61,0.38,-9.71,-0.31,-0.07,-0.00,-0.00,0.00,4.75,-21.37,23.87
480.0763,325,203,31,29,5399.463,-0.59,-0.36,-0.61,0.38,-9.74,-0.33,-0.05,-0.01,0.00,0.01,4.75,-22.87,23.87
480.093,325,203,31,29,5399.486,-0.59,-0.36,-0.61,0.38,-9.76,-0.39,-0.03,-0.01,0.00,0.00,4.75,-22.87,23.87
480.1092,325,203,31,29,5399.508,-0.59,-0.36,-0.61,0.38,-9.79,-0.33,-0.06,-0.01,0.00,0.00,4.00,-22.19,23.87
